Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Daily Return,MA_7,MA_30,MA_90,Volatility_30,Cumulative Return
2020-05-26,78.61607202130844,78.79590239398446,76.91495145206838,76.9708480834961,125522000,0.0,0.0,AAPL,,,,,,
2020-05-27,76.82748410104101,77.4520328550853,76.08627697001077,77.30622100830078,112945200,0.0,0.0,AAPL,0.004357142127898728,,,,,1.0043571421278987
2020-05-28,76.98057986946539,78.60150836399505,76.7035440312258,77.34024810791016,133560800,0.0,0.0,AAPL,0.0004401599142418444,,,,,1.004799219881446
2020-05-29,77.58327517421819,78.04500657374922,76.90768735815497,77.26492309570312,153532400,0.0,0.0,AAPL,-0.0009739432449444863,,,,,1.0038206024687168
2020-06-01,77.2187384764973,78.33661941527829,77.0875070725464,78.2151107788086,80791200,0.0,0.0,AAPL,0.012297788505251317,,,,,1.016165375935091
2020-06-02,77.94778801471988,78.60150505310432,77.50549481099908,78.57720184326172,87642800,0.0,0.0,AAPL,0.004629425961910627,,,,,1.0208696383080396
2020-06-03,78.89798738729773,79.27223605785474,78.32446277639103,79.00977325439453,104491200,0.0,0.0,AAPL,0.005505049823429253,77.81204659598214,,,,1.0264895765301516
2020-06-04,78.83237798726375,79.13128449132041,77.95508176147044,78.32933044433594,87560400,0.0,0.0,AAPL,-0.008612134702218555,78.00611550467355,,,,1.0176493100266506
2020-06-05,78.5796445797234,80.62098839416043,78.55048369064991,80.56023406982422,137250400,0.0,0.0,AAPL,0.028481076154144525,78.47097451346261,,,,1.0466330575237324
2020-06-08,80.25645380649277,81.07056314819836,79.54441498185327,81.03653717041016,95654400,0.0,0.0,AAPL,0.005912384765082823,78.99901580810547,,,,1.0528211548676678
2020-06-09,80.71577090052271,83.98920686535521,80.68417746439864,83.59552001953125,147712400,0.0,0.0,AAPL,0.03157813670813514,79.90338679722377,,,,1.0860672852252957
2020-06-10,84.54570234634012,86.21522971767824,84.1058417038533,85.74620819091797,166651600,0.0,0.0,AAPL,0.02572731374700732,80.97925785609654,,,,1.1140088790226474
2020-06-11,84.88837183058858,85.31365210238673,81.52744586006406,81.62950897216797,201662400,0.0,0.0,AAPL,-0.04801027713766626,81.41530173165458,,,,1.0605250040069492
2020-06-12,83.77291696294331,84.52140692132026,81.22123552584637,82.3342514038086,200146000,0.0,0.0,AAPL,0.008633427304835406,81.89022718157086,,,,1.0696809695340035
2020-06-15,80.98550738644816,84.00621035316378,80.82268254803616,83.35249328613281,138808800,0.0,0.0,AAPL,0.0123671724095753,82.60782187325614,,,,1.082909898507472
2020-06-16,85.41083867373153,85.83369372223571,83.77290481904893,85.56150817871094,165428800,0.0,0.0,AAPL,0.02650208536648102,83.3222896030971,,,,1.1116092690819244
2020-06-17,86.30758476368395,86.36833908315948,85.32093520870518,85.44244384765625,114406400,0.0,0.0,AAPL,-0.0013915641926974809,83.95170484270368,,,,1.1100623934267992
2020-06-18,85.39871125985869,85.89446863409366,84.86650277346662,85.47647857666016,96820400,0.0,0.0,AAPL,0.00039833515371578976,84.22041320800781,,,,1.110504570300919
2020-06-19,86.18364717992426,86.65023617971444,83.87740827164068,84.98799896240234,264476000,0.0,0.0,AAPL,-0.005714784024703601,84.11209760393415,,,,1.104158276523203
2020-06-22,85.38168909015546,87.35498818998958,85.33551521428704,87.21160888671875,135445200,0.0,0.0,AAPL,0.026163810790510666,84.90954044886998,,,,1.1330472647529324
2020-06-23,88.45830944789353,90.49479589047233,88.03788679081421,89.0731430053711,212155600,0.0,0.0,AAPL,0.021345026681830026,85.8722392490932,,,,1.1572321888508583
2020-06-24,88.7013070407747,89.62234460688504,87.12655239933392,87.50080108642578,192623200,0.0,0.0,AAPL,-0.017652255953856888,86.46485464913505,,,,1.136804430055221
2020-06-25,87.65633451294114,88.70130583433298,86.89568925164441,88.66242218017578,137522400,0.0,0.0,AAPL,0.013275548101584267,86.90784236363002,,,,1.151896131948513
2020-06-26,88.55792788577938,88.77907450051282,85.78995750703652,85.93820190429688,205256800,0.0,0.0,AAPL,-0.030725759672377007,86.97866494315011,,,,1.1165032482307224
2020-06-29,85.84585558837018,88.01357302520984,85.3671112421525,87.91879272460938,130646000,0.0,0.0,AAPL,0.023046686763567026,87.32756696428571,,,,1.142234948863201
2020-06-30,87.50566045318362,88.93946836335702,87.48622233361435,88.65270233154297,140223200,0.0,0.0,AAPL,0.008347585131570634,87.85109601702008,,,,1.1517698523390918
2020-07-01,88.73047333907931,89.27482970528494,88.43642448943781,88.48502349853516,110737200,0.0,0.0,AAPL,-0.001891412541275117,88.03301239013672,,,,1.149591380395715
2020-07-02,89.39391322261687,90.03061734729651,88.37081248982172,88.48502349853516,114041600,0.0,0.0,AAPL,0.0,87.94899531773159,,,,1.149591380395715
2020-07-06,89.91637196000724,91.32101120370358,89.88477853460296,90.85198974609375,118655600,0.0,0.0,AAPL,0.026749908108435694,88.427736554827,,,,1.1803428441835502
2020-07-07,91.23109840401239,92.01118162890657,90.45830539930238,90.5700912475586,112424400,0.0,0.0,AAPL,-0.0031028324126195495,88.70026070731026,83.8695546468099,,,1.176680438148614
2020-07-08,91.54945284952733,92.7110749334306,91.46196278865938,92.67948150634766,117092000,0.0,0.0,AAPL,0.02329014169836041,89.66330065046039,84.39317576090495,,0.01790824943457016,1.204085492286784
2020-07-09,93.57380627647132,93.62727037791086,92.0282198433449,93.07805633544922,125642800,0.0,0.0,AAPL,0.004300572495911759,90.40033830915179,84.91890360514323,,0.017908471204102844,1.209263749237639
2020-07-10,92.67220807313528,93.29919680465662,92.05980720131565,93.2408676147461,90257200,0.0,0.0,AAPL,0.001749190794338329,91.05579049246651,85.4489242553711,,0.017895129986278503,1.2113789822557326
2020-07-13,94.54828649886589,97.16315436612251,92.59685836455567,92.81071472167969,191649200,0.0,0.0,AAPL,-0.004613351463477522,91.67374638148716,85.96711730957031,,0.01795911713796229,1.2057904652551172
2020-07-14,92.19104129715517,94.53858935423052,91.25543060561826,94.34661102294922,170989200,0.0,0.0,AAPL,0.016548695976271288,92.51111602783203,86.504833984375,,0.018024833411908227,1.225744725075711
2020-07-15,96.22511971933456,96.47542722006055,93.79494692925732,94.99545288085938,153198000,0.0,0.0,AAPL,0.006877214251525432,93.10303933279855,87.05210901896159,,0.018021771213100776,1.2341744341677339
2020-07-16,93.8654293721476,94.6843964625213,93.22629270528407,93.82654571533203,110577600,0.0,0.0,AAPL,-0.012304874918522168,93.56824711390904,87.54600143432617,,0.018346195776025916,1.218988072127662
2020-07-17,94.27854726393537,94.43407445102358,93.16309153453818,93.63697814941406,92186800,0.0,0.0,AAPL,-0.0020204044012567257,93.70503234863281,88.05625635782877,,0.018205214860740827,1.216525223261656
2020-07-20,93.72446644412312,95.74879688151813,93.379378684577,95.61027526855469,90318000,0.0,0.0,AAPL,0.021073908600423685,94.06677791050502,88.55792439778646,,0.017939909397913473,1.242162164626782
2020-07-21,96.40253133583123,96.47786610396867,94.04040293204935,94.29071044921875,103433200,0.0,0.0,AAPL,-0.013801495870914282,94.21675545828683,88.99973017374674,,0.01829627261364456,1.2250184686406795
2020-07-22,93.99177075995695,95.23845032827714,93.90428811755417,94.55557250976562,89001600,0.0,0.0,AAPL,0.0028089942188898043,94.46602085658482,89.36506525675456,,0.01760838993131808,1.2284595384371244
2020-07-23,94.28827601915101,94.36604333190014,89.44008553110294,90.25176239013672,197004400,0.0,0.0,AAPL,-0.045516197569259176,93.88104248046875,89.51525039672852,,0.01933380248326313,1.1725447313797792
2020-07-24,88.44613048133,90.37325548035092,86.65508713174927,90.02816772460938,185438800,0.0,0.0,AAPL,-0.0024774548397270557,93.17143031529018,89.79520568847656,,0.01691755897849595,1.1696398047602259
2020-07-27,91.09259075129832,92.25421298171179,90.86901902055509,92.161865234375,121214000,0.0,0.0,AAPL,0.02370033250362802,92.9336188180106,90.1227928161621,,0.017297389511899797,1.1973606570425217
2020-07-28,91.73172785652534,91.90913313088771,90.64300783304508,90.64787292480469,103625600,0.0,0.0,AAPL,-0.01642753546404585,92.50660378592355,90.36597213745117,,0.01760809725812647,1.1776909723857025
2020-07-29,91.1314746598381,92.57014013630604,91.09502355323384,92.38544464111328,90329200,0.0,0.0,AAPL,0.019168367224126293,92.04591369628906,90.59343668619792,,0.017318385831279162,1.20026538542093
2020-07-30,91.55676319653618,93.60782969927278,91.1484959328642,93.50333404541016,158130000,0.0,0.0,AAPL,0.01210027627879584,91.93343135288784,90.86213302612305,,0.017383346112253117,1.2147889281923987
2020-07-31,100.01134253408772,103.44274565146054,98.00887492267535,103.29207611083984,374336800,0.0,0.0,AAPL,0.10468869549267357,93.18150329589844,91.45598627726237,,0.02539471998355323,1.341963596383804
2020-08-03,105.1778638999422,108.51935112132352,104.87895742584206,105.89476776123047,308151200,0.0,0.0,AAPL,0.025197398952439887,95.41621834891183,92.15287857055664,,0.025503337401318046,1.3757775885015375
2020-08-04,106.08433883614123,107.69554467867292,105.36014463163505,106.60196685791016,173071600,0.0,0.0,AAPL,0.00667831953958542,97.78390393938336,92.79922383626302,,0.02526291489022499,1.384965470852951
2020-08-05,106.32250773363462,107.30915743806851,105.85591122621224,106.98837280273438,121776800,0.0,0.0,AAPL,0.0036247543662986104,99.90197644914899,93.39639816284179,,0.025123052327578412,1.3899856304905982
2020-08-06,107.32128306989559,111.21684951983971,106.73075289757836,110.7210922241211,202428800,0.0,0.0,AAPL,0.03488901946634071,102.7695792061942,94.17040786743163,,0.0252180362531304,1.4384808662107185
2020-08-07,110.2415021197791,110.69919956892333,107.40524752399855,108.20378112792969,198045600,0.205,0.0,AAPL,-0.02273560570641664,105.02934156145368,94.82178649902343,,0.025816805999622775,1.4057761324203268
2020-08-10,109.65233223130258,110.79657580812425,107.12039705946748,109.77649688720703,212403600,0.0,0.0,AAPL,0.014534757869671067,107.3540791102818,95.61639633178712,,0.024841786673222833,1.4262087481240189
2020-08-11,109.03881778751953,109.53789844079104,106.25125017767719,106.51174926757812,187902400,0.0,0.0,AAPL,-0.0297399508292141,107.81403241838727,96.23616154988606,,0.02563154460461896,1.3837933700826155
2020-08-12,107.6048585408266,110.30965211624508,107.41009717699765,110.05158996582031,165598000,0.0,0.0,AAPL,0.03323427436488169,108.40786416190011,96.94945780436198,,0.02608464875890719,1.4297827386082453
2020-08-13,111.43440350321735,113.00469377011008,110.94505578262242,111.99922180175781,210082000,0.0,0.0,AAPL,0.01769744386739336,109.17890058244977,97.7332644144694,,0.026085263630328346,1.4550862383673326
2020-08-14,111.82393585365277,111.98948374215101,110.08566073541384,111.89940643310547,165565200,0.0,0.0,AAPL,-0.0008912148410193943,109.88047681535993,98.51374384562175,,0.026095436478936678,1.4537894439167365
2020-08-17,113.02417392493486,113.04852095183266,110.97914996990063,111.60726165771484,119561600,0.0,0.0,AAPL,-0.002610780384838529,110.00707244873047,99.20558624267578,,0.025924834686079024,1.4499939189528734
2020-08-18,111.35895378278491,112.96332424198891,111.0229840865938,112.53727722167969,105633600,0.0,0.0,AAPL,0.00833293058311102,110.62614331926618,99.93782577514648,,0.02585213323627375,1.462076617625441
2020-08-19,112.9462768876478,114.09538682492261,112.58353067113143,112.67847442626953,145538000,0.0,0.0,AAPL,0.0012546705240763512,111.04071153913226,100.60445887247721,,0.02570294684378228,1.463911042061517
2020-08-20,112.71987050380967,115.29319632845385,112.70282683961905,115.17877197265625,126907200,0.0,0.0,AAPL,0.02218966452215132,112.2788576398577,101.34114939371744,,0.025849001020259454,1.496394736975135
2020-08-21,116.14040455462136,121.5986783126057,116.12823475555052,121.11420440673828,338054800,0.0,0.0,AAPL,0.05153234691103603,113.85923113141742,102.27026062011718,,0.027041512841350274,1.5735074696767861
2020-08-24,125.3284249869882,125.41364330957006,120.69303859679879,122.56277465820312,345937600,0.0,0.0,AAPL,0.01196036632169184,115.3683101109096,103.26199595133464,,0.02692072398499988,1.592327195424039
2020-08-25,121.43313191060219,121.90299909151933,119.83119107466611,121.55728912353516,211495600,0.0,0.0,AAPL,-0.00820384115382522,116.74800763811383,104.1690185546875,,0.027080907603403533,1.5792639960478643
2020-08-26,122.87683252443458,123.66806272085745,121.80805955440918,123.21036529541016,163022400,0.0,0.0,AAPL,0.013599152990282803,118.40559387207031,105.10951563517253,,0.027092023772348605,1.6007406487421645
2020-08-27,123.8141318298438,124.14766458561553,120.5907768320979,121.73745727539062,155552400,0.0,0.0,AAPL,-0.011954416468842322,119.71990530831474,106.03987935384114,,0.027082571502334306,1.5816047283684957
2020-08-28,122.71371757611423,123.13246125062976,121.31628565950032,121.54026794433594,187630000,0.0,0.0,AAPL,-0.001619791767201173,120.98587581089565,106.96998901367188,,0.027077016350814356,1.579042858050518
2020-08-31,124.24019284317771,127.570661771966,122.70155254402836,125.6619644165039,225702700,0.0,4.0,AAPL,0.03391218846132271,122.48347473144531,107.97171198527018,,0.027373008158372045,1.6325916570412329
2020-09-01,129.28456388151181,131.27116847594937,127.11294564543486,130.66738891601562,151948100,0.0,0.0,AAPL,0.03983245465526353,123.84821537562779,109.18426793416342,,0.027549283586107486,1.6976217901908894
2020-09-02,133.98815765727093,134.36794762091137,123.67538684051313,127.96019744873047,200119000,0.0,0.0,AAPL,-0.02071818752745691,124.61927577427456,110.29775543212891,,0.028127889544749082,1.6624501435910175
2020-09-03,123.58771183000317,125.46718052250692,117.34551135279557,117.71556091308594,257599600,0.0,0.0,AAPL,-0.08006111853452891,124.0704574584961,111.21321538289388,,0.03105524868510018,1.5293525255872324
2020-09-04,116.9267942886173,120.46176508229962,107.98710902184868,117.79349517822266,332607200,0.0,0.0,AAPL,0.0006620557599370525,123.29661887032645,112.13872629801432,,0.03101926517317494,1.5303650422357717
2020-09-08,110.96698542167366,115.87504793239557,109.7302350684399,109.86656951904297,231366600,0.0,0.0,AAPL,-0.06729510527882865,121.60077776227679,112.72888310750325,,0.0338945458770405,1.4273789656034763
2020-09-09,114.19035236329198,116.02113476904711,112.24270866069972,114.248779296875,176940500,0.0,0.0,AAPL,0.03988665339252684,120.55913652692523,113.51557998657226,,0.03414360894849809,1.4843123356642858
2020-09-10,117.20918576977877,117.34552021964375,109.55494626315287,110.51902770996094,182274400,0.0,0.0,AAPL,-0.032645876917619554,118.39585985456195,114.12003275553386,,0.0348777428245213,1.435855657846885
2020-09-11,111.57074499929149,112.21347084794252,107.12038040161133,109.06802368164062,180860300,0.0,0.0,AAPL,-0.013128997407833132,115.31023624965123,114.6388557434082,,0.03504376089719452,1.4170043126369907
2020-09-14,111.71684250832044,112.89516604141721,109.84710636140679,112.340087890625,140150100,0.0,0.0,AAPL,0.03000021544843623,113.07879202706474,114.94045613606771,,0.030071851640514968,1.4595147473074637
2020-09-15,115.23232916774082,115.71924004150326,110.6358893306761,112.51536560058594,184642000,0.0,0.0,AAPL,0.0015602418802769247,112.33590698242188,115.1611427307129,,0.029785195830383394,1.4617919433410946
2020-09-16,112.21347910439461,112.96331855332305,109.10698546668381,109.19462585449219,154679000,0.0,0.0,AAPL,-0.029513655564893382,111.1074970790318,115.24756469726563,,0.030336265363178308,1.4186491194177895
2020-09-17,106.84773514371666,109.26280918405165,105.86417298963443,107.45149993896484,178011000,0.0,0.0,AAPL,-0.01596347715729307,110.76248713902065,115.2630022684733,,0.03049384664217446,1.3960025466057497
2020-09-18,107.50991635719829,107.97734660906691,103.31273980959568,104.04310607910156,287104900,0.0,0.0,AAPL,-0.03172030043135121,109.30453382219586,115.04040273030598,,0.030335663250284285,1.351720926424484
2020-09-21,101.80331518421332,107.30540893869026,100.40100964447095,107.19828796386719,195713800,0.0,0.0,AAPL,0.030325717903566085,108.83014242989677,115.0068862915039,,0.030607739090135488,1.39271283392358
2020-09-22,109.730230798935,109.90551900427155,106.3023816419501,108.88300323486328,183055400,0.0,0.0,AAPL,0.015715878518171467,108.8037109375,114.97710316975912,,0.030627635677722323,1.4146005396322212
2020-09-23,108.69800998257618,109.17518066325056,103.97496752707293,104.31581115722656,150718700,0.0,0.0,AAPL,-0.04194586796788824,107.65738568987165,114.90390523274739,,0.031116087357589063,1.3552638921695046
2020-09-24,102.41683403022385,107.36385041762158,102.25128611202055,105.38699340820312,167743300,0.0,0.0,AAPL,0.010268647092836813,106.63904680524554,114.74841868082682,,0.030541884540913198,1.3691806187958577
2020-09-25,105.59149358674422,109.49652091920656,104.85138696986856,109.34070587158203,149981400,0.0,0.0,AAPL,0.03751613302093837,106.65991537911552,114.6598014831543,,0.031167840916862012,1.4205469810202938
2020-09-28,111.99924032348427,112.30112268518972,109.82761457566852,111.95054626464844,137672400,0.0,0.0,AAPL,0.023868881879467674,107.3026362827846,114.66150614420573,,0.03147858537136464,1.4544538491145016
2020-09-29,111.55128179324593,112.29138095636048,110.59693323178644,111.10331726074219,99382200,0.0,0.0,AAPL,-0.007567886287070169,108.31123788016183,114.64470799763997,,0.03150848033975939,1.4434467077746116
2020-09-30,110.81117321087004,114.19033573143906,110.64562530338286,112.77828979492188,142675200,0.0,0.0,AAPL,0.015075810295103853,109.10838099888393,114.65274175008138,99.48670739067926,0.0315914334593884,1.465207836512114
